query_label,query,role,activity_id,title,category,es_score_(1+cos)/2,approx_cosine
synonym_手工甜点,手工甜点烘焙,近义词：指向烘焙工作坊,16,校园趣味马拉松 5 公里,sports,0.861051,0.722101
synonym_手工甜点,手工甜点烘焙,近义词：指向烘焙工作坊,17,桌游社周末解压局,club,0.875570,0.751140
synonym_手工甜点,手工甜点烘焙,近义词：指向烘焙工作坊,18,有机化学实验室开放日,academic,0.860709,0.721418
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,1,AI 与大模型技术前沿讲座,academic,0.862600,0.725200
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,2,校园羽毛球友谊赛,sports,0.856407,0.712814
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,3,摄影社户外采风活动,club,0.880975,0.761951
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,4,程序设计竞赛训练营,innovation,0.866628,0.733256
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,5,校园志愿者招募 — 社区服务日,volunteer,0.877226,0.754452
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,6,校园音乐节 — 夏日之声,arts,0.882189,0.764379
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,7,三人篮球校园联赛,sports,0.863358,0.726716
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,8,量子计算与量子物理入门讲座,academic,0.860250,0.720499
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,9,烘焙社 — 周末手工饼干工作坊,club,0.887078,0.774156
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,10,校际辩论邀请赛选拔,academic,0.858069,0.716137
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,11,大学生创业路演夜,innovation,0.878086,0.756173
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,12,心理健康工作坊 — 压力与放松,club,0.934358,0.868716
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,13,书法社团钢笔字入门课,arts,0.868299,0.736598
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,14,机器人兴趣小组调试日,innovation,0.878681,0.757361
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,15,英语角 — Movie Night 观影畅谈,club,0.881205,0.762410
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,16,校园趣味马拉松 5 公里,sports,0.876319,0.752639
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,17,桌游社周末解压局,club,0.903414,0.806828
theme_周末放松,周末放松解压,主题相关：休闲/放松意图,18,有机化学实验室开放日,academic,0.872143,0.744286
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,1,AI 与大模型技术前沿讲座,academic,0.873475,0.746949
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,2,校园羽毛球友谊赛,sports,0.902001,0.804002
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,3,摄影社户外采风活动,club,0.898276,0.796551
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,4,程序设计竞赛训练营,innovation,0.880163,0.760326
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,5,校园志愿者招募 — 社区服务日,volunteer,0.894216,0.788431
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,6,校园音乐节 — 夏日之声,arts,0.897244,0.794488
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,7,三人篮球校园联赛,sports,0.887913,0.775826
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,8,量子计算与量子物理入门讲座,academic,0.864923,0.729846
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,9,烘焙社 — 周末手工饼干工作坊,club,0.896744,0.793487
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,10,校际辩论邀请赛选拔,academic,0.874626,0.749253
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,11,大学生创业路演夜,innovation,0.888823,0.777646
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,12,心理健康工作坊 — 压力与放松,club,0.897765,0.795530
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,13,书法社团钢笔字入门课,arts,0.868240,0.736479
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,14,机器人兴趣小组调试日,innovation,0.895393,0.790787
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,15,英语角 — Movie Night 观影畅谈,club,0.882821,0.765642
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,16,校园趣味马拉松 5 公里,sports,0.893862,0.787723
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,17,桌游社周末解压局,club,0.920904,0.841809
theme_找伙伴玩,周末找朋友一起玩,主题相关：社交娱乐意图,18,有机化学实验室开放日,academic,0.886593,0.773186
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,1,AI 与大模型技术前沿讲座,academic,0.878819,0.757639
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,2,校园羽毛球友谊赛,sports,0.894667,0.789334
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,3,摄影社户外采风活动,club,0.906384,0.812768
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,4,程序设计竞赛训练营,innovation,0.894161,0.788323
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,5,校园志愿者招募 — 社区服务日,volunteer,0.889749,0.779498
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,6,校园音乐节 — 夏日之声,arts,0.900775,0.801550
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,7,三人篮球校园联赛,sports,0.896091,0.792181
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,8,量子计算与量子物理入门讲座,academic,0.873671,0.747341
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,9,烘焙社 — 周末手工饼干工作坊,club,0.903867,0.807735
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,10,校际辩论邀请赛选拔,academic,0.878140,0.756280
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,11,大学生创业路演夜,innovation,0.897087,0.794173
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,12,心理健康工作坊 — 压力与放松,club,0.916704,0.833409
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,13,书法社团钢笔字入门课,arts,0.883706,0.767413
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,14,机器人兴趣小组调试日,innovation,0.897733,0.795465
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,15,英语角 — Movie Night 观影畅谈,club,0.894471,0.788941
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,16,校园趣味马拉松 5 公里,sports,0.908810,0.817621
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,17,桌游社周末解压局,club,0.916282,0.832565
theme_休闲,休闲,主题相关：短词「休闲」（常见用户输入）,18,有机化学实验室开放日,academic,0.879847,0.759694
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,1,AI 与大模型技术前沿讲座,academic,0.888357,0.776714
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,2,校园羽毛球友谊赛,sports,0.851746,0.703492
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,3,摄影社户外采风活动,club,0.858212,0.716424
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,4,程序设计竞赛训练营,innovation,0.875164,0.750328
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,5,校园志愿者招募 — 社区服务日,volunteer,0.855274,0.710549
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,6,校园音乐节 — 夏日之声,arts,0.854589,0.709178
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,7,三人篮球校园联赛,sports,0.859422,0.718844
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,8,量子计算与量子物理入门讲座,academic,0.940988,0.881976
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,9,烘焙社 — 周末手工饼干工作坊,club,0.849166,0.698331
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,10,校际辩论邀请赛选拔,academic,0.892480,0.784960
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,11,大学生创业路演夜,innovation,0.863545,0.727090
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,12,心理健康工作坊 — 压力与放松,club,0.881331,0.762662
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,13,书法社团钢笔字入门课,arts,0.849059,0.698118
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,14,机器人兴趣小组调试日,innovation,0.887527,0.775054
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,15,英语角 — Movie Night 观影畅谈,club,0.851307,0.702615
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,16,校园趣味马拉松 5 公里,sports,0.862072,0.724143
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,17,桌游社周末解压局,club,0.866711,0.733421
unrelated_量子纠缠,量子纠缠实验报告,几乎无关：相对休闲/文体活动,18,有机化学实验室开放日,academic,0.884945,0.769890
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,1,AI 与大模型技术前沿讲座,academic,0.868145,0.736290
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,2,校园羽毛球友谊赛,sports,0.840654,0.681308
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,3,摄影社户外采风活动,club,0.863512,0.727024
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,4,程序设计竞赛训练营,innovation,0.874367,0.748733
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,5,校园志愿者招募 — 社区服务日,volunteer,0.855566,0.711131
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,6,校园音乐节 — 夏日之声,arts,0.840733,0.681467
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,7,三人篮球校园联赛,sports,0.846033,0.692066
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,8,量子计算与量子物理入门讲座,academic,0.855880,0.711759
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,9,烘焙社 — 周末手工饼干工作坊,club,0.880428,0.760856
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,10,校际辩论邀请赛选拔,academic,0.868537,0.737073
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,11,大学生创业路演夜,innovation,0.859328,0.718656
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,12,心理健康工作坊 — 压力与放松,club,0.870706,0.741411
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,13,书法社团钢笔字入门课,arts,0.844859,0.689718
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,14,机器人兴趣小组调试日,innovation,0.880304,0.760609
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,15,英语角 — Movie Night 观影畅谈,club,0.847902,0.695804
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,16,校园趣味马拉松 5 公里,sports,0.855229,0.710458
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,17,桌游社周末解压局,club,0.854479,0.708957
unrelated_有机合成,有机合成试剂配制,几乎无关：相对体育/艺术活动,18,有机化学实验室开放日,academic,0.916812,0.833625
